quoted_text,emosi
anies baswedan mire alamat upaya jegal maju calon presiden pilpres 2024 temu jawab doubl check minggu 18 juni pkl wib,netral
calon presiden capres anies baswedan nilai indonesia cermin jakarta rujuk program capai raih kota aniesesbaswedan,senang
anies baswedan dijeg partai usung tonton,netral
geloraco percaya klaim landas benci takut presiden anies basweda,marah
bangga bgt pimpin yg beranies kaya anies basweda,senang
hasil capres ganjar pranowo menang lawan capres anies baswedan semuadukungprabowo neruskepakdh,marah
prabowo subianto 38 ganjar pranowo anies baswedan semuadukungprabowo neruskepakdh,marah
solidita demokrat goyah goda pdip jansen sitindaon dukung anies baswedan,netral
mata warga anies baswedan nih sosok beranies ambil resiko loh waww salut bg,senang
surabaya datang anies baswedan surabaya si sambut gembira,senang
gagas anies baswedan turun emisi bukti gerombol buzzer bok3p otak kagak cerna gagas anies baswedan,marah
gubernur yg beranies ambil resiko ya anies baswedan banget dah kerennn,senang
indonesia hancur pimpin anies baswedan,marah
gubernur beranies masa ya anies basweda,senang
tuju pd anies baswedan kumpul karakt baik yg puncak karier smua karakt utk mmbawa negeri kpd puncak jaya retweet tuju moga allah swt meridhoi,senang
allah hubung apa anies baswedan lihat dengar perhati rasa pikir hati negeri ubah baik rakyat gaung niat,senang
pk jatim gelar temu usaha ajak menang pk anies baswedan,senang
masyarakat indonesia melbourn australia dukung anies baswedan calon pilpres 2024 menghimbau perintah amp aph stop jegal anies kpu perintah polri tni sikap netral melbourn aniesespresidenrakyatwara,senang
sikap pemberanies tangguh anies baswedan udah gaperlu diraguin lag,senang
rekam jejak anies baswedan bobrok,marah
mantan gubernur dki jakarta anies baswedan semuadukungprabowo neruskepakdh,netral
anies baswedan ken gubernur yg tangguh pemberan,senang
anies baswedan tindak hina bangsa indonesia ubah lambang negara tolakanies aniesesgag aniesesbaswedan aniesesanjlok,marah
coba test klo beranies anies baswedan retweet prabowo komen ganjar pranowo lik,marah
hti fpi prediksi muncul anies baswedan presiden,senang
kait temu puan maharanies ahi anies baswedan koalisi ubah renggang,senang
jakarta untung gubernur yg beranies anies baswedan y,senang
ayo buzzerp yohanies teriak yg kenceng,marah
beranies responsif buka karakter anies baswedan bg,senang
pimpin amp bijak ubah baik niscaya mk dr butuh seorg anies baswedan ubah slh satu henti utang ugal2an yg membebanies rakyat amp dahulu kbijakan maslahat rakyat dukung anies sodara2,senang
ramai menteri syahrul yasin limpo sangka kpk surya paloh bilang bunuh dukung anies baswedan,terkejut
frame buzzer cebong kutilbabi yg anies baswedan pakai politik identita dlm safari nya ahoklah orang yg kali pakai poltik identita dg kutip ayat alquran shg reaksi dr umat islam fakta,marah
anies baswedan baik bijak dampak buruk rakyat aniesespresidenrakyatwara aniesespresidenrakyatwara,senang
drevachaniesago juang rubah tatkala pimpin negeri pimpin anies baswedan insyaa allah sgl yg berat masyarakat ditontokan dgn perpu kait lbh nyaman uu yg ditetapka,senang
kickandyshow tiga bacapres muncul cenderung pilih anies rasyid baswedan,senang
anies baswedan tokoh yg pemberanies responsi,senang
pemberanies tangguh toleran 3 yg gambar anies baswedan bg,senang
gubernur pemberanies masa ya anies basweda,senang
pk jatim gelar temu usaha ajak menang pk anies baswedan,senang
tsamaradki krn kalah dki samp sgt nya hujat anies baswedan fitnah sgl santai aja tuh anies baswedan tdk bala dgn adu dll cm bukti dgn hsl kerja dki menjd byk raih prestasi duni,senang
ikn putus uu jalan selenggara negara pilih,netral
wuiih ustadz latif acara anies,senang
aniesesmaniesa kickandyshow anies rasyid baswedan mpp ph,senang
liat keberaniesan anies baswedan motivasi banget y,senang
geiszchalifah kait pilpres pdip mati kutu d ntb knp krn capres yg d sodor nada dgn warga ntb tuan guru bajang gak ngaruh dukung mukidi d pilpreses19 tgb gubernur 2 period ntb anies baswedan menang mutlak d pulau ribu mesji,marah
liputan6dotcom jokowi pilih anies baswedan,senang
pk jawa barat target 80 persen suara anies baswedan,senang
ekowboy2 lepa kurang orang diband capres yg pintar wibawa anti soekarno soeharto bangun habibi sang intelek ilmu moncer sbi yg bijaksana figur anies rasyid baswedan,senang
juru bicara pk ahmad mabrur demokrat usung anies baswedan capres temu pdi juang koalisi ubah komitmen menang anies,senang
warga nahdliyin bentuk satu rawan yg dukung pencapresesan anies baswedan pilpres 2024,senang
safari 70 daerah gu choi ganggu anies baswedan nyata,senang
putri arianies kagum anies baswedan loh ma ganjar keman tenar putri manfaat bohong politik ya,senang
elektabilita anies baswedan salip ganjar pranowo pepet prabowo subianto survei baru ipo,netral
solidita demokrat goyah goda pdip jansen sitindaon dukung anies baswedan pagiii wendi sarap bpj timnasday,takut
ayomaju789 lihat orang munafik lihat anies baswedan,marah
indonesia klaim ancam suram anies baswedan pilih presiden 2024,takut
gua benci ama anies baswedan bangun ji kreatifita anak bangsa ganjar bangun stadion bangun sirkuit formula e dijeg jegal bangun nya ganjar bangun sirkuit,marah
episod kali andi f noya undang tokoh polemik bicara masyarakat anies baswedan dibaha calon presiden selenggara formula e rekam jejak,marah
anies baswedan r1 2024 tuju sila retweet,senang
aku turun karno gabung dgn anies baswedan laku ubah tetep bela si cawe2 gabung dgn anies selamat republik yg diri karno aniesespresidenrakyatwara aniesespresidenrakyatwara,jijik
mari pasti rombong pecah belah rombong satu,marah
j0k0w1 bangga terus hebat indonesia milik pimpin talenta bangsa balut kebhinekaan yg indah anies baswedan jokowi pilih lawan pimpin hebat jokowi bela ya aniesespresidenrakyatwara aniesespresidenrakyatwara,senang
rawan anies baswedan bentuk tim awas milu pilpres 2024,senang
suaraumatnew doktertifa dukung anies rasyid basweda,senang
periksa menteri nasdem cuat partai besut surya paloh putus dukung anies baswedan capres 2024 newsupd updat news text,senang
bingung kadrun idola tokoh kontroversi si anies baswedan lucu kagak pinter norak iya,senang
vivacoid situasi dunia normal pilih pimpin yg taat agama jujur pintar amanah anies baswedan,senang
bambangmulyonoo anies baswedan bener bilang aneh jujur bilang songong sikap bilang sok anti korupsi konsisten bilang belagu aneh on the track suka fitnah bokep bilang pro rakyat emang rakyat prostitut,marah
pakar politik 4 anies baswedan pimpin jakarta tonjol,senang
wi wayah sosok anies baswedan cocok presiden,senang
tuga orang didik didik kela inspirasi contoh didik tanggung tanggung orang didik,netral
catat kali tni terpa kabar mire dukung anies baswedan pilpres pusat terang tni isu hoak,marah
jokowi sulit lulus s2 cari kerja guru tukang sapu lamb wara ya presiden nama anies baswedan sedia lapang kerja level lulus didik anies gagal presiden,senang
akal sehat hilang bendung populer anies baswedan,marah
ruhutsitompul moga anies baswedan presiden audit proyek proyek jokowi mangkrak habis uang negara ami,marah
kpk hutang tuntas korupsi anies baswedan,marah
sayainiarman banding cerdas tokoh proklam anies baswedan beda bumi langit anies pimpin jakarta aja gak becu anggar 80 triliun tahun miskin bertamba,marah
istana genggam pepes kosong genggam gerindra pkb akar rumput anies istana pasang kaki kaki anies baswedan aniesespresidenrakyatwara aniesespresidenrakyatwara,marah
upeti menteri partai nasdem koalisi ubah usung anies baswedan calon presiden kelimpungan majalahtempo,marah
anies baswedan ri 1 aniesespresidenrakyatwara aniesespresidenrakyatwara,senang
potret kerja tata kelola uang anies baswedan best,marah
momen makan jokowi pranowo ganjar capres dukung presiden anies baswedan,senang
detikcom anies baswedan pusin,netral
anies baswedan tuding korupsi formula e acara kick andi,netral
anies baswedan umum calon wakil presiden berangkat tanah suci,netral
detikcom berkat anies baswedan,netral
sifat beranies ramah sang ibunda turun anies basweda,senang
anies baswedan sosok cerda wawas global aniesespresidenrakyatwara aniesespresidenrakyatwara,senang
kangdede78 deee twit lo yg adeknya anies baswedan periksa yaaa gak nemu ya,jijik
anies baswedan putar bale,marah
ahi lemah cawapresnya anies baswedan,netral
enak lagu presiden ri calon presiden ri anies rasyid baswedan dukung anies rasyid baswedan kawal,senang
he look like he graduat from anies baswedan academi,terkejut
anies baswedan pimpin baik anies suka embak2 mas2 ibu2 bapak2 anak2 kalang anies sejahtera rakyatgelarpeoplepow rakyatgelarpeoplepow,senang
jhonni plate korban amp korban anies baswedan capres wujud nyata korban politis katolik anies baswedan jhonni ngotot anies batal jd calon megawati jokowi amp luhut lolos jhonni jahat analisa sy,marah
solidita demokrat goyah goda pdip jansen sitindaon dukung anies baswedan timnasday,marah
anal politik peran instrumen hukum lemah anies baswedan capres,takut
tempodotco pilih anies baswedan masuk surga,senang
kader pk jateng anies baswedan milik bagu kba news jokowisaatnyamundur jokowisaatnyamundu,marah
test ombak capres pilih 2024 guy anies baswedan rt prabowo subianto komen ganjarpranowo like,marah
contoh orang ntb yg cerda,senang
paketayang ganjarpranowo pilih anies baswedan kalah pole ya hilang kaci kaci ckckckck,sedih
suriadi04863979 prestasi post dukung anies baswedan,senang
skandal dr 2012 krn maksa nyapr biar sang adik aman hr b ngusut secepet lari messi biar sgra ditanganies jgn smpe sprti formula e yg smkin lupa blokm p21,jijik
sing wi akeh sunduk yo tumpah2 gak tambah mundur woeeee baruuuuu anies baswedan matahari tutup terbit aniesespresidenrakyatwara aniesespresidenrakyatwara,senang
safari 70 daerah gu choi ganggu anies baswedan nyata rasa dpt untung ketidakadilan mrk tdk prote ya nikmat aja ketidakadilan seputarah,sedih
nasdem maju tekan saan mustopa bakar semangat rawan anies jawa barat nasdem hajar masuk penjara bunuh dukung anies rasyid baswedan sbg calon presiden langkahanies aniesesah,marah
anies baswedan dibulli sosial medium keberaniesannya bala negatif bukti tunjuk program kerja nya,sedih
tahu dan anies baswedan jelang surya paloh yg peran usaha pemgusaha minyak australia kaji edan jg usaha farmasi alk mc kesson tsb,senang
barokalloh anies rasyid baswedan presiden 2024 fii amaniesllah menang milik nya sombong tdk dgn ubah cerdas yg ubah cek sejarah cipta nabi adam,senang
politik identita,jijik
uki23 rg laku hoax baik yg anak ui juluk king of lip servic cocok bukti anies baswedan kasihan yg juluk yg makan3ngaku2 yg,jijik
tpujerukpurut asa jd anak anies basweda,netral
respon duga anies baswedan tanggap mesra demokrat pdip cek hasil temu tribunkaltim aniesespresidenri2024 aniesesdidukungkoruptor aniesespresidenku ahi puanmaharanies pdip demokra,senang
milu 2024 panggung politik anies baswedan,senang
beranies bener bener gambar banget sosok anies basweda,senang
choymarkochoy pramukhtiko dunianyasantai nohceukenohhh malika6027 mayapada0812 anies baswedan layak pimpin republik in,senang
usung cawapr prabowo subianto anies baswedan pilpres 2024 tanggap sus pudjiastuti kilat,senang
rekam jejak anies baswedan program naturalisasi sungai yg bangga hancur drun,marah
gelintir oknum ppp dukung anies baswedan mardiono solid jaga marwah partai parboaboa ppp aniesesbaswedan politik capres ganjarpranow,senang
bambangmulyonoo tiada pikir anies baswedan ya inshalloh 2024 beliau pilih presiden,senang
bangga lulus sd inpr amp bangga anak ortunya lulus sd inpr silah retweet anies baswedan ajar sd inpr perumna i makassar,senang
partburunggalak ganjar pranowo presiden peneru kerja presiden jokowi rampung indonesia maju sejahtera nkri harga mati anies baswedan minat,senang
husinshihab pakdemoelas prestasi hidup lu sm anies baswedan gak ujung kuku kl narasi kaca dl bro,senang
bilang nyak anies baswedan nyak tuhan manusia sint,marah
anies baswedan antek khilafah tuju ganti pancasila,marah
my mom talk about anies baswedan with both fire and love in her eye,senang
barokalloh anies rasyid baswedan presiden 2024 fi amaniesllah menang milik nya,senang
up sumber kerumit muncul trace jadi saksi sangka,marah
persen kelompok pilih anies baswedan persen kitasemuabersatu neruskepakdh,senang
anies baswedan urut tiga elektabilita persen kitasemuabersatu neruskepakdh,senang
masuk pa anies luga andi noya orang2 tonton tayang duga pa anies baswedan beliau dgn sebelum2nya konsisten,senang
fix bukti peyebar hoax dukung anies akun facebook fredi anto dl ungahanya sudut presiden jokowi amp capres akun buzzer dukung aniesesbaswedan utk sukses anies sbg presiden pd 2024,marah
panso dukung anies ya bil ngabila lu anies baswedan beda anies baswedan caci karna lawan oligarki lawan kedzaliman lu ngabila caci karna dukung kedzaliman menk menkesraportmerah menkesraportmerah,marah
lawan lupa sappo eksekutor beri dana rencana bunuh orang dekat jokowi luhut c adlh kubu prabowo yg alih dukung gari kera anies baswedan jgn biar kuasa prabowobikinmalujokowi,marah
cahusen1 jhonnisinaga20 junjung yg bela2 bisa ngutang bohong plu php banding dgn anies baswedan yg sdh go internasion leadin,senang
gagas positif visi internasion anies baswedan anak bangsa bangga putra baik indonesia aku prestasi cerdas dunia internasion aniesesbaswedan aniesesmaniesa kompastv kompascom,senang
nyobain joge track km stadion ji karya anak bangsa yg keren pimpin anies,senang
rekam jejak anies baswedan anies gol kerja pt transjakarta bloomberg kait ada bu listrik target 2030 jakarta zero emiss pimpin yg cerda ya pikir gimana depan kualita udara macet kurang,senang
husinshihab sutanmangara kau tinggal jakarta tdk nikmat maju jakarta pimpin anies baswedan jgn2 huni raguna,marah
nama bau anies baswedan kpk sat set ga lapor,marah
dukung anies baswedan bawa ubah indonesia maju adil maju negara bahagia rakyat aniesespresidennya aniesespresidenri2024,senang
opini survei bayar tutup takdir anies baswedan raja poll medso basmimafiasembako basmimafiasembako,marah
anies baswedan beber alam 5 pimpin jakarta nggak,sedih
unggul gubernur jawa ganjar pranowo mantan gubernur dki jakarta anies baswedan semuadukungprabowo neruskepakdh,jijik
partai usung anies baswedan tiru sosok surya paloh,netral
heran suryo paloh pegang prinsip kuat pilih anies baswedan suryo paloh paham yg salah politik,senang
vivacoid mantap anies baswedan aj,senang
anies baswedan layak presiden kualita beliau tanding tuju retweet like,senang
4 anies baswedan pimpin dki gak tonjol politikidentitasanies tenggelamkananiesesbaswedan htifpidukunganies aniesespendukungormasradik bapakpolitikidentita koruptordanaisafarianies tolakanies,marah
subur0204 anies baswedan for presiden indonesi,senang
gelanggang dunia ajar dunia ajar dunia,senang
hti fpi prediksi muncul anies baswedan presiden politikidentitasanies tenggelamkananiesesbaswedan htifpidukunganies aniesespendukungormasradik bapakpolitikidentita koruptordanaisafarianies tolakanies,marah
wibisonoaji2 ohhh simpati kpd orang yg cerda santun amanah insya allah anies konsisten utk negara salah ajak baik jago dukung anies baswedan 2024 ri1 beliau layak presiden muri id,senang
andisinulingga pilpres 2024 menang anies baswedan biar penjara pejabat2 yg korup jokowi luhut binsar panjaita,marah
guna dunia ingat anies baswedan guna,senang
mmg sdh sy kick andi doubl check metro tv 3 bln sdh tonton jt org bkn berita bkn rahasia sy yg publik lbh sy denni bantu anies dpt ticket pencapresesan,jijik
duga libat korupsi formula e anies baswedan buka suara orang hak anies korupsi bpj formula,takut
gagal anies baswedan 4 gubernur sih luar layak pimpin,jijik
terobos temu ahi puan jansen sitindaon sebut demokrat setia koalisi ubah satu kpp usung anies baswedan calon presiden capres,netral
habib abo silaturahmi koalisi kpp konsisten usung anies baswedan pk,senang
nasdem anies baswedan sosok pimpin beranies,senang
deputi balitbang demokrat syahrial nasut anies baswedan berangkat arab saudi tunai ibadah haji pekan,netral
kickandyshow moga allah meridhoi anies baswedan presiden ri,senang
survei ipo anies baswedan unggul ganjar,senang
zaenalzae7 kickandyshow habis bodoh mu nak sebentar rezim bodoh dunia puja yg bodoh tolol maju indonesia yg didpimpin anies baswedan pinggir ya orang bodoh,marah
husinshihab anies baswedan presiden indonesia,senang
bintarotop8 kickandyshow tuju klu bacapres yohan anies baswedan presiden alam gaib,senang
temu anies baswedan tegas koalisi solid,netral
anies baswedan indonesia rakyat indonesia cerda wara aniesespresidenrakyatwara aniesespresidenrakyatwara,senang
berisikmedso theblackmagican doankjat perangutan23 indahshopie anakbetawipusat freedomgugat juwitamalam13 udinbagol8 stmerak94 wara juang utk ubah anies aniesespresidenrakyatwara aniesespresidenrakyatwara,marah
gagal klb modu adu domba anak,jijik
butuh ubah butuh anies baswedan,senang
insya allah anies baswedan presiden ri 2024 aniesespresidenrakyatwara aniesespresidenrakyatwara,senang
doktertifa aniesesbaswedan pilih ubah anies baswedan presiden ri 2024 biar aseng amp ase nyahok,senang
pole pilih ri 1 like ganjar pranowo retweet anies baswedan,netral
respon anies baswedan tum partai dukung ahi puan maharanies via tribunjambik,netral
antipekin kampany anies rasyid baswedan tdk korupsi dr uang negara amp tdk jerat rakyat indonesi,marah
cebongida kickandyshow aniesesbaswedan,marah
istana genggam pepes kosong genggam kib golkar pan ppp akar rumput anies istana pasang kaki kaki anies baswedan aniesespresidenrakyatwara aniesespresidenrakyatwara,netral
mari doa anies baswedan moga umur sehat,senang
anies baswedan hadap kitasemuabersatu neruskepakdh,senang
mantap indonesia milik pimpin kla dunia dunia pimpin hebat anies baswedan harap rakyat indonesia mimpi dunia aniesespresidenrakyatwara aniesespresidenrakyatwara,senang
istana genggam pepes kosong genggam pdip jateng kandang banteng istana pasang kaki kaki anies baswedan aniesespresidenrakyatwara aniesespresidenrakyatwara,jijik
chleoouk rocki gerung anies baswedan layak calon presiden aniesesnasdem,senang
amat politik rocki gerung upaya presiden jokowi lemah anies baswedan aniesespresidenrakyatwara aniesespresidenrakyatwara,marah
kesiap anggota pk menang milu 2024,netral
malam anies baswedan hadir tamu acara doubl check andi f noya 18 juni 2023,netral
yunartowijaya spar partner tanding lawan anies basweda,marah
anies salip ganjar surveri ipo survei lsn 100 pilih agama islam dukung anies baswedan,senang
mahakarya anies baswedan yg super keren nikmat warga ibukota jakarta jpo pinisi,senang
bilang pandai rangkai tanggap anies baswedan kickandi youtub,marah
jhonnisinaga20 fakta valid anies baswedan nyalon gubernur dki jakarta kuyo2 kroyok buruk citra jelek ganggu yg dukung sempat laksana tuga salah koreksi nggak bole,marah
detikcom pilih anies baswedan masuk surga,senang
kickandyshow hai sahabat anies 2024 anies baswedan r1 aja udah debat karna ga kalah,senang
akademisi muhammadiyah rekam jejak anies baswedan dunia didik kongkrit indonesia pimpin orang paham didik bangsa didik jarnasabwbpn,senang
6 mahakarya anies baswedan yg super keren,senang
dukung anies baswedan kasih tanda retweet,senang
ahi puan temu anies baswedan komentar positif,senang
husinshihab politik mu kotor dasar mari bukti pilih anies rasyid baswedan presiden biar indonesia ny,senang
mridwan1805 chleoouk anies baswedan manusia tukang ngibul,marah
torang butuh anies baswedan modal mulut,marah
hai dukung anies baswedan retweet,netral
luarrrr salah pimpin ideal utk bangsa indonesia anies baswedan,senang
anies baswedan ajak elemen buruh evaluasi omnibu law pagiii or morningg anies,netral
dukung anies baswedan tingkat krn rakyat indonesia ubah arah yg dukung ganjar pranowo gugur,senang
chleoouk anies baswedan usaha rubah lambang negara pancasila khilafah aniesesnasdem,takut
jusuf kalla anies baswedan zalim perintah rakyattolakpemilutertutup rakyattolakpemilutertutup,marah
rawan emak2 anies manies dki jakarta deklarasi dukung anies baswedan program kerja anies jabat gubernur dki manfaat emak2 ekonomi didik sejahtera jokowisaatnyamundur jokowisaatnyamundur,senang
proofaris29119 datuakrajoangek yaa kl gitu tetapin aja 2 paslon pstkan anies baswedan out gosah pake babibu siap2 kl bilang emang sengaja matiin langkah si aba jan baper kl dikatain gitu,marah
tvonenew dlb2 period salah pilih bangsa tipu sederhana gorong2 mknya depan 2024 semangat pilih presiden yg hebat cerda visi misi jl utk ubah indonesia bpk anies baswedan sbg presid ri 202,senang
anies baswedan usaha rubah lambang negara pancasila khilafah aniesesnasdemout aniesesbaswedan  20 ,marah
bukti masyarakat jawa timur cinta anies baswedan,senang
demokrat setia koalisi ubah capres anies baswedan basmimafiasembako basmimafiasembako,senang
mesti tiru caw caw rakyat bantu anies baswedan pilpres 2024 rakyat ubah jokowigilakekuasaan jokowigilakekuasaan,senang
ah anies gak prestasi,marah
besok spn undang anies baswedan diskusi jamso semesta hayat,netral
kisah anies baswedan pecat menteri jokowi capres ri dukung prabowo yg bilang anies ngemis prabowo usung dki 1 monggo dideng jelas beliau daftar,sedih
anies baswedan matahari benam sumur resap lumpur,marah
tsamaradki jokowi ganjarpranowo anies baswedan gak kerbau kerja kerja kerja gak pake otak coba banding formula e yg modal pas an kerja hambat untung dg mandalika modal jumbo fasilitas full perintah rugi triliun,marah
suara nasdem pk demokrat uu usung anies baswedan agu harimurti ahi gak alas anies dijeg urus cawapr serah anies anies pilih ahi,marah
anies baswedan ubah indonesia rakyatgelarpeoplepow rakyatgelarpeoplepow,senang
anies baswedan sang tipu ulung,marah
idtodayco memang sandar tuhan yme pakai frame tuhan ya tuhan negara cinta pimpin orang nama anies baswedan ya allah ya rahman ya rahim kabul doa mohon aamiin yra,senang
katakitadong bospurwa jokowi lhaiyaaa segitu diplomatis oeang cerda koq bilang tel tele yg jebak dg kha jurnal yg iq anies baswedan diplomat,marah
ikn putus uu jalan selenggara negara,netral
kartu lansia d dki gub anies sdh contoh jamso sungguh nilai terap pikir jamin sosial semesta hayat spn undang anies baswedan,senang
ikn putus uu jalan selenggara negara menit,netral
bicara ubah anies baswedan kali gw sepakat opung anies presiden republik indonesia,senang
sakiaruna chleoouk rocki gerung anies baswedan layak calon presiden aniesesnasdem,senang
jegal anies baswedan majalah tempo fitnah keri,marah
manajemen tempo kalang kabut bela nama manfaat jurnal bayar unt tebar hoax rusak citra aniesesbaswedan tempo aju lapor hukum bareskrim palsu nama penghianat korban ayocerda,senang
anies baswedan lempar puji surya paloh teguh dukung hidup enak ya,senang
insyaallah mahluk yg hina amp fitnah anies baswedan wafat ingkar allah subhanahu serta turun amp antek2ni,sedih
hti fpi prediksi muncul kemabl anies baswedan presiden,netral
vivacoid udah teliti dgn seksama butuh ubah butuh anies baswedan utk melakukanni,senang
oposisicerda beneran niii bang maki info korupsi kencang ubah anies rasyid baswedan presiden 2024 dn yaqiin menang milik nya,senang
apa rayu bujuk iming2 partai kuasa pdip rakyat tdk bodoh rawan masyarakat yg msh wara ikut dasar hati nuranies semangat dgn pimpin yg amanah anies baswedan presiden 2024 pilih rakyat,marah
fpi hti muncul anies baswedan presiden,senang
negara tarik sosok anies baswedan beranies curi perhatia,senang
ikainher detikcom ya nongol tuch fan anies baswedan,marah
4 anies baswedan mimpin dki ubah tonjol,senang
krisyantooni ralat dikit 50 ijin gereja anies baswedan nkri,marah
uki23 juluk permanen psi si bacod anies baswedan mandalika gak gonggong formula e gak gonggong hari2 sibuk ngurusi anies prestasi kau utus biar penghargaa,marah
kadrunmampo amat bayar ngomomg waton njeplak cangkem sesuai pesan fakta anies baswedan kroyok kuyo2 gubernur dki jakarta ganggu recok rakyat indonesia paham keadaanni,marah
juluk dukung anies baswedan politis psi mister hoax of indonesia,marah
anies baswedan survei posisi nomor 3    ,netral
ekowboy2 si adik absen periksa tuh,marah
hti fpi prediksi muncul anies baswedan presiden bahaya,netral
jawa timur ubah anies baswedan anies gak alhamdulillah dukung wowo ganjar anies sambut rakyat tiap kunjung,senang
tsamaradki caci maki buzzerrp jokowi anies baswedan hr sentuh hukum piara rezim lindung pol,senang
kerja tenaga ase ikn luhut bangsa engga tengok belakang bangun stadion rumit dunia angkat atap anies baswedan simak video bangsa,senang
